customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
864992,Donna Johnson,3588994078175369,VISA 19 digit,JPMC,2024-03-17,669.74
238386,Kristina Johnson MD,30122163373695,Mastercard,Citizens,2024-03-14,492.9
44495,Tara Cooper,675962740097,Diners Club / Carte Blanche,TD Bank,2024-02-10,331.9
592817,Gary Harris,3570569366375242,VISA 13 digit,TD Bank,2024-01-04,383.31
348928,Laura Nelson,4561332512947714,JCB 16 digit,JPMC,2024-02-27,618.41
195749,Chad Thompson,4900583315844736,JCB 16 digit,BOFA,2024-02-27,388.84
304429,Colin Snyder,3594183634609671,JCB 16 digit,TD Bank,2024-02-22,957.22
44495,Tara Cooper,675962740097,Diners Club / Carte Blanche,TD Bank,2024-02-04,600.72
945316,Barbara Allen,3534677593533510,Mastercard,BOFA,2024-03-17,53.56
380155,Taylor Perez,3553841950656043,VISA 16 digit,Citizens,2024-03-05,193.72
917085,Tracy Shah,4663563382275,American Express,TD Bank,2024-02-05,294.6
714912,Kimberly Stephens,180006806610274,VISA 13 digit,BOFA,2024-01-02,898.93
750956,Gregory Sanders,3530159557613814,VISA 16 digit,TD Bank,2024-03-18,932.01
150357,Dr. Cassidy Davidson,3520892550334358,Diners Club / Carte Blanche,BOFA,2024-01-01,758.31
75675,Laura George,4334105372779948,JCB 16 digit,TD Bank,2024-03-06,466.7
945504,Joseph Simpson,6011637492136935,JCB 16 digit,BOFA,2024-01-02,90.08
309439,Johnny Hogan,6011269994267065,VISA 13 digit,BOFA,2024-01-29,630.46
637062,Sharon Watson,341678141693763,JCB 16 digit,JPMC,2024-02-08,223.49
57538,Mr. David Johnston,4011254699708,Discover,TD Bank,2024-01-28,203.46
62869,Robin Liu,30396125643870,Mastercard,JPMC,2024-02-26,425.56
513000,Lisa Smith,4775637632422337,VISA 16 digit,BOFA,2024-02-01,429.68
150157,Jose Bell,344837046460408,Discover,Citizens,2024-02-20,73.74
567308,Dr. Heather Acosta MD,2637154807623527,VISA 13 digit,Citizens,2024-02-29,963.27
307402,Mark Collins,4543194186590336564,Mastercard,TD Bank,2024-01-05,826.11
124454,Timothy Guerrero,3571834225877922,VISA 19 digit,Citizens,2024-02-26,787.27
101741,Sherry Williams,30467279013812,Diners Club / Carte Blanche,Citizens,2024-01-22,943.56
31723,Scott Young,341550211499878,VISA 16 digit,JPMC,2024-02-15,758.86
543165,Alec Martinez,3545927397429853,VISA 16 digit,Citizens,2024-01-18,634.12
557963,Mark Gomez,4328799948747070,VISA 16 digit,JPMC,2024-01-30,320.12
971564,Donna Mcgrath,3564120524193818,VISA 16 digit,BOFA,2024-01-08,239.03
557963,Mark Gomez,4328799948747070,VISA 16 digit,JPMC,2024-01-27,257.24
853479,Destiny Flynn,3555438172598364,Discover,Citizens,2024-03-01,573.96
621081,Nicole Cameron,213150117638458,VISA 13 digit,TD Bank,2024-02-25,737.01
621081,Nicole Cameron,213150117638458,VISA 13 digit,TD Bank,2024-01-12,363.0
481743,Kenneth Gonzales,30330591559377,American Express,Citizens,2024-02-02,540.89
192404,Elizabeth Schroeder,4223814114155183972,American Express,JPMC,2024-02-24,943.64
6389,Michael Martinez,630490429077,American Express,Citizens,2024-03-04,366.37
737683,Dustin Neal,349153992974680,JCB 15 digit,JPMC,2024-01-05,757.61
592817,Gary Harris,3570569366375242,VISA 13 digit,TD Bank,2024-02-16,529.42
28481,Diana Dennis,372678292080390,JCB 16 digit,BOFA,2024-01-25,740.23
355842,Amy Thomas,180084404094472,Maestro,Citizens,2024-02-22,551.64
261028,Anthony Fuller,36393897067952,VISA 16 digit,BOFA,2024-01-23,622.27
422423,Brett Webster,36795696304834,JCB 15 digit,TD Bank,2024-02-22,882.05
992236,Joshua Hernandez,6592141109400450,JCB 16 digit,TD Bank,2024-02-14,539.47
742876,David Waters,3575734000297211,American Express,Citizens,2024-01-11,692.6
323489,Justin Gonzalez,4208373570918964,VISA 16 digit,TD Bank,2024-02-20,879.29
550221,Emma Beltran,3569990049388761,Diners Club / Carte Blanche,JPMC,2024-03-17,579.66
784868,Michael Gonzalez,676367172464,Discover,BOFA,2024-01-21,768.28
312202,Kelli Crawford,562731231238,Mastercard,JPMC,2024-03-03,144.19
949651,Rebecca Weber MD,213190221589718,Discover,BOFA,2024-02-04,878.55
577278,Wayne Wilkinson,180033187330546,Discover,JPMC,2024-03-12,825.36
917320,Mr. Casey Lopez DDS,4582329443282836,JCB 15 digit,Citizens,2024-01-31,533.95
492084,Brandon Roberts,6519224076430674,JCB 16 digit,BOFA,2024-03-13,352.25
876234,Alyssa Hartman,3597786047368953,Diners Club / Carte Blanche,TD Bank,2024-01-13,176.19
227272,Dr. Jerome Ritter,180028679632078,JCB 15 digit,TD Bank,2024-01-19,297.74
561391,Kayla Hayes,6011220975954247,Maestro,Citizens,2024-03-08,686.83
950065,Sylvia Santos,3596929346080397,JCB 16 digit,Citizens,2024-03-07,543.22
724123,Mark Brooks,2289829510034119,JCB 15 digit,Citizens,2024-03-18,970.59
785867,Tony Ruiz,4991880597590361511,JCB 16 digit,JPMC,2024-01-09,257.69
998479,Brianna Allen,2224598700012619,JCB 16 digit,TD Bank,2024-02-21,107.67
936392,Crystal Briggs,3589627962670082,Discover,JPMC,2024-02-05,866.4
912507,Sara Rodriguez,6588071655754974,JCB 16 digit,TD Bank,2024-02-04,168.41
87766,William Jackson,4100850095534,Discover,BOFA,2024-01-06,904.87
139337,Rita Black,6011182884844804,JCB 15 digit,Citizens,2024-03-13,752.84
917320,Mr. Casey Lopez DDS,4582329443282836,JCB 15 digit,Citizens,2024-02-26,356.13
321394,Jesse Pierce,2637284515073846,Discover,JPMC,2024-02-28,687.63
666538,Monica Wells,4952096873603184345,Diners Club / Carte Blanche,TD Bank,2024-02-16,864.76
648697,Hector Morales,586921474290,JCB 16 digit,Citizens,2024-01-06,109.0
789395,Mark Wilson,4077533488020374788,VISA 16 digit,JPMC,2024-02-28,689.46
962106,Christian Escobar,6570060393436838,Discover,TD Bank,2024-01-12,608.07
653299,Audrey Lindsey,3590726705422400,VISA 13 digit,TD Bank,2024-02-07,989.52
105411,Brittany Huynh,4271168374587078,VISA 16 digit,TD Bank,2024-01-21,897.14
868884,Linda Chapman,30555011443287,JCB 16 digit,BOFA,2024-01-01,708.51
867849,Rose Barber,213107011885676,Maestro,JPMC,2024-01-14,675.12
992236,Joshua Hernandez,6592141109400450,JCB 16 digit,TD Bank,2024-03-02,503.83
737683,Dustin Neal,349153992974680,JCB 15 digit,JPMC,2024-02-08,244.92
949651,Rebecca Weber MD,213190221589718,Discover,BOFA,2024-03-03,690.16
231120,Monica Holden,676166415601,JCB 15 digit,TD Bank,2024-01-03,337.58
73503,Jason Hendricks,4799919351435621,Discover,JPMC,2024-01-24,260.93
619293,Julie Brooks,6011446097320708,VISA 19 digit,JPMC,2024-03-06,481.91
740429,Bradley Hawkins,4039067738592316,JCB 16 digit,TD Bank,2024-02-20,923.26
174972,Daniel Cox,213123795467144,VISA 16 digit,JPMC,2024-02-12,883.24
488954,Ronald White,2248857545063829,JCB 16 digit,Citizens,2024-01-03,323.86
946901,Spencer Flores,4219240036200641,VISA 13 digit,JPMC,2024-01-30,970.97
726880,Caleb Hall,2292813141594852,VISA 16 digit,BOFA,2024-01-27,200.26
563106,Mary Santos,4447154118790490,Mastercard,BOFA,2024-03-16,615.84
59214,Justin West,213172581204203,Mastercard,TD Bank,2024-02-09,502.68
421318,Joseph Guzman,6517127525448381,Mastercard,BOFA,2024-01-13,276.87
339487,James Scott,4579716891972,American Express,BOFA,2024-02-25,713.55
87849,Erin Case,370921223087080,VISA 16 digit,Citizens,2024-03-15,692.36
936392,Crystal Briggs,3589627962670082,Discover,JPMC,2024-02-26,186.78
105411,Brittany Huynh,4271168374587078,VISA 16 digit,TD Bank,2024-02-04,755.54
535584,Mr. Mark Thomas,2469482365324797,VISA 16 digit,TD Bank,2024-01-29,396.56
188656,Tracy Robbins,3536952436515851,Maestro,Citizens,2024-01-16,595.05
650356,Christopher Duke,4177369493849838,Maestro,Citizens,2024-01-12,995.26
735024,Richard Lopez,4010729321229,JCB 16 digit,TD Bank,2024-01-14,339.97
303892,Teresa Gibson,3592777078911774,JCB 16 digit,JPMC,2024-03-09,417.21
585002,Michelle Johnson,639091334388,JCB 16 digit,JPMC,2024-01-11,190.74
538181,Charles Mcdonald DDS,503816972973,Diners Club / Carte Blanche,JPMC,2024-01-04,209.85
462391,Stephen Berg,4233368100793399,Maestro,TD Bank,2024-03-03,600.21
836959,Samantha Munoz,38184896118427,Maestro,BOFA,2024-03-05,619.44
843899,Sharon Stout,213151904369992,American Express,Citizens,2024-02-21,44.15
960390,Matthew Gonzalez,347670074298359,VISA 19 digit,BOFA,2024-01-28,389.28
726880,Caleb Hall,2292813141594852,VISA 16 digit,BOFA,2024-01-22,17.42
181090,Haley Baker,3585151549336095,JCB 15 digit,TD Bank,2024-01-10,511.51
295426,Jessica Perez,180036066026382,VISA 16 digit,BOFA,2024-01-19,330.47
724123,Mark Brooks,2289829510034119,JCB 15 digit,Citizens,2024-01-17,347.13
526492,Jeffrey Crawford,4018484906126,JCB 16 digit,TD Bank,2024-02-01,915.57
724123,Mark Brooks,2289829510034119,JCB 15 digit,Citizens,2024-01-03,97.15
867849,Rose Barber,213107011885676,Maestro,JPMC,2024-01-23,141.43
863485,Ashley Morse DVM,4566863362774,American Express,TD Bank,2024-02-09,171.29
475042,Christine Martinez,4519252961135038,JCB 16 digit,Citizens,2024-03-16,463.73
903673,Jason Mclean,4664113617285,Discover,BOFA,2024-03-05,875.07
421261,Hannah Arnold,6586769774129729,VISA 19 digit,BOFA,2024-01-01,348.47
905418,Thomas Burnett,4706287376496487,VISA 19 digit,TD Bank,2024-03-12,611.19
702913,Jill Ware,4923112551303,VISA 13 digit,Citizens,2024-02-20,872.13
797396,Melissa Woods,3525566456051945,Discover,Citizens,2024-01-25,818.37
72682,Cody Stephens,4174439524101591,JCB 16 digit,TD Bank,2024-01-12,913.85
78863,Daniel Sweeney,630451909885,Diners Club / Carte Blanche,JPMC,2024-02-10,825.57
195749,Chad Thompson,4900583315844736,JCB 16 digit,BOFA,2024-03-08,530.17
861346,Michelle Green,349476415386947,JCB 16 digit,BOFA,2024-02-21,32.96
937446,Wendy Smith,3589534746028373,VISA 16 digit,TD Bank,2024-02-08,941.82
622722,Teresa Cruz,30596043571737,VISA 13 digit,Citizens,2024-01-15,545.29
28481,Diana Dennis,372678292080390,JCB 16 digit,BOFA,2024-01-05,138.61
329718,Amy Moody,4843045641288,VISA 19 digit,Citizens,2024-02-27,609.28
804494,Rita Williams,2287076300811577,Maestro,BOFA,2024-01-30,811.44
937003,Brittany Hernandez,4812859271328046795,Diners Club / Carte Blanche,TD Bank,2024-01-06,443.24
195749,Chad Thompson,4900583315844736,JCB 16 digit,BOFA,2024-01-09,583.67
917320,Mr. Casey Lopez DDS,4582329443282836,JCB 15 digit,Citizens,2024-01-11,563.55
591112,Glen Shields,4662653181987761344,Diners Club / Carte Blanche,Citizens,2024-01-01,43.78
771766,Clifford Wilson,3575063422659455,VISA 19 digit,BOFA,2024-01-05,651.35
674658,Michael Williams,3597302442653500,Mastercard,TD Bank,2024-01-18,712.01
480756,Christina Patterson,4855539338403,Mastercard,JPMC,2024-02-11,546.54
860236,Jeffery Ward,4786355363293360015,Mastercard,BOFA,2024-02-15,423.31
917085,Tracy Shah,4663563382275,American Express,TD Bank,2024-03-11,993.48
380540,Erin Mason,6011684973990372,VISA 13 digit,Citizens,2024-02-14,434.86
320122,Ronald Keith,3562426958565815,VISA 19 digit,BOFA,2024-02-21,782.99
19435,Ariel Smith,4854168557631011,JCB 15 digit,BOFA,2024-01-28,570.77
544526,Amy Duncan,2248834829632330,JCB 15 digit,TD Bank,2024-01-08,256.56
424377,Jennifer Anderson,2720774403879617,Mastercard,Citizens,2024-01-28,701.11
88333,Daisy Moody,4679987774612376552,Discover,Citizens,2024-01-23,171.34
577278,Wayne Wilkinson,180033187330546,Discover,JPMC,2024-02-19,871.79
363053,Daniel Martinez,2253897491742390,Discover,JPMC,2024-02-26,948.08
129783,James Summers,180095815697950,Mastercard,Citizens,2024-01-07,576.27
88333,Daisy Moody,4679987774612376552,Discover,Citizens,2024-02-24,126.08
