customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
840369,Sandra Mccarty,4863323955447549,JCB 16 digit,JPMC,2024-02-01,778.49
372592,Mrs. Carolyn Ruiz,676357972188,VISA 16 digit,TD Bank,2024-03-04,380.81
782048,Curtis Brown,5435251316827057,JCB 16 digit,JPMC,2024-02-26,442.76
86776,Christina Rosario,060432002255,Diners Club / Carte Blanche,BOFA,2024-02-16,773.12
450555,Charles Fuller,348370823199854,Discover,Citizens,2024-01-04,827.43
420403,Shawn Johnson,6549607945121694,Discover,Citizens,2024-02-16,731.25
133872,Charles Campbell,349248465326036,Mastercard,Citizens,2024-01-23,795.64
580736,Kelly Gonzalez,30073420480858,Maestro,BOFA,2024-03-11,506.67
811759,Dustin Rios,373461997556249,Maestro,Citizens,2024-03-03,589.0
226643,Chelsey Burns,4002824222594718,VISA 13 digit,Citizens,2024-03-16,187.99
245592,Richard Marshall,3558429231706160,VISA 16 digit,BOFA,2024-01-09,754.95
440486,Mackenzie Burns,372063488870880,VISA 16 digit,JPMC,2024-01-10,186.44
663624,Douglas Robbins,6011010450196681,VISA 16 digit,TD Bank,2024-02-23,618.96
74927,Brittany Burke,2290987453664057,Diners Club / Carte Blanche,JPMC,2024-02-11,80.03
170771,Adrian Martinez,4712050384448466,VISA 13 digit,TD Bank,2024-01-25,58.17
116278,Carol Dougherty,180043332358789,Maestro,Citizens,2024-02-27,435.87
334873,Tracy Noble,4929965271207852779,VISA 16 digit,Citizens,2024-02-29,449.34
627565,Kimberly Strickland,6011658349237791,VISA 19 digit,BOFA,2024-01-09,668.5
329718,Amy Moody,4843045641288,VISA 19 digit,Citizens,2024-01-18,730.66
105645,Stacy Kelly,213189858883568,JCB 16 digit,JPMC,2024-02-05,502.31
969275,Joseph Holloway,4433683344377,Mastercard,JPMC,2024-01-21,900.42
673771,Tammie Hicks,213109330253537,JCB 16 digit,TD Bank,2024-02-24,715.52
913863,Gabriela Kerr,3572056451065209,VISA 16 digit,Citizens,2024-01-13,288.73
307402,Mark Collins,4543194186590336564,Mastercard,TD Bank,2024-01-07,717.34
328868,Regina Figueroa,5299335518748883,Diners Club / Carte Blanche,TD Bank,2024-02-21,540.1
122173,Dana Long,213142052322594,Maestro,BOFA,2024-03-15,781.17
829336,Anna Brown,3559229598600652,JCB 16 digit,BOFA,2024-01-03,897.57
917085,Tracy Shah,4663563382275,American Express,TD Bank,2024-02-17,159.72
543165,Alec Martinez,3545927397429853,VISA 16 digit,Citizens,2024-01-03,584.23
829336,Anna Brown,3559229598600652,JCB 16 digit,BOFA,2024-01-05,703.26
740429,Bradley Hawkins,4039067738592316,JCB 16 digit,TD Bank,2024-02-07,923.43
350199,Kathleen Stokes,4522968272276261,Maestro,JPMC,2024-01-31,198.83
870399,Jeffrey Oliver,6011918421117224,Maestro,Citizens,2024-01-07,429.17
245592,Richard Marshall,3558429231706160,VISA 16 digit,BOFA,2024-01-11,130.15
380540,Erin Mason,6011684973990372,VISA 13 digit,Citizens,2024-02-08,619.91
460034,Richard Stewart,3510728238210085,Maestro,JPMC,2024-02-09,566.06
242108,Bradley Rice,6535134589289725,VISA 16 digit,JPMC,2024-01-28,210.91
927303,Brittany Chapman,4335592723957,VISA 16 digit,JPMC,2024-03-12,160.1
309995,Linda Quinn,3595488316948977,JCB 15 digit,BOFA,2024-03-18,393.4
759685,Terry Bailey,4418231081407,JCB 15 digit,TD Bank,2024-01-17,376.5
19435,Ariel Smith,4854168557631011,JCB 15 digit,BOFA,2024-03-09,412.19
218243,Andrew Pena,6590324875401553,Mastercard,Citizens,2024-01-22,409.17
191482,Patricia Rose,348742576287955,JCB 16 digit,JPMC,2024-01-11,319.64
321394,Jesse Pierce,2637284515073846,Discover,JPMC,2024-03-04,261.34
517365,Dr. Ashley Mcclure,4207140692229577236,Diners Club / Carte Blanche,JPMC,2024-01-13,441.23
406342,Amy Petersen,4036762544933802,VISA 16 digit,BOFA,2024-02-07,288.44
616290,Kelly Snow,30491971560425,JCB 15 digit,Citizens,2024-01-15,894.13
726880,Caleb Hall,2292813141594852,VISA 16 digit,BOFA,2024-01-24,114.56
305504,Mandy Arnold,2302920731925459,JCB 16 digit,BOFA,2024-01-07,678.95
913863,Gabriela Kerr,3572056451065209,VISA 16 digit,Citizens,2024-02-28,852.3
961232,Karen Baxter,4304484419736,VISA 16 digit,BOFA,2024-01-24,344.99
154523,Linda Warren,4267819541712207,VISA 19 digit,TD Bank,2024-02-07,717.78
509045,Jeremy Patel,4452791250763827,VISA 19 digit,JPMC,2024-02-26,720.55
998479,Brianna Allen,2224598700012619,JCB 16 digit,TD Bank,2024-02-05,11.21
408139,Courtney Torres,4929202829632,American Express,JPMC,2024-02-22,544.01
467566,David Brewer,3504024167709984,VISA 19 digit,BOFA,2024-02-05,123.12
674658,Michael Williams,3597302442653500,Mastercard,TD Bank,2024-03-10,129.54
909436,Tonya Davis,501864458242,VISA 13 digit,Citizens,2024-01-29,949.47
118211,Sarah Cowan,375034058344355,JCB 15 digit,TD Bank,2024-01-28,850.74
629001,Tammy Kemp,4020971469548280805,Mastercard,BOFA,2024-03-08,869.67
959804,Austin Carr,6011871730885868,JCB 16 digit,JPMC,2024-01-23,490.67
486905,James Gibbs,373438479463300,VISA 16 digit,TD Bank,2024-02-11,614.72
802390,Jack Smith,4671625428303402,VISA 16 digit,BOFA,2024-01-03,317.0
443319,Brooke Duncan,213114124054711,JCB 15 digit,BOFA,2024-01-27,198.36
657340,Melissa Mcdaniel,3570557737832348,Diners Club / Carte Blanche,Citizens,2024-03-07,37.23
462391,Stephen Berg,4233368100793399,Maestro,TD Bank,2024-03-02,807.53
650356,Christopher Duke,4177369493849838,Maestro,Citizens,2024-01-11,641.42
348928,Laura Nelson,4561332512947714,JCB 16 digit,JPMC,2024-03-13,187.28
78863,Daniel Sweeney,630451909885,Diners Club / Carte Blanche,JPMC,2024-02-19,574.44
95190,Lindsey Collins,30226324812358,JCB 16 digit,BOFA,2024-03-05,17.41
267424,Joseph Cook,2222070531233469,Mastercard,JPMC,2024-02-10,43.61
712642,Mrs. Linda Edwards DDS,4509780268693606217,JCB 15 digit,Citizens,2024-03-13,169.79
435749,Danielle Gilbert,4931868653644142,American Express,TD Bank,2024-02-16,202.15
96043,Destiny Scott,4035018005744217,VISA 16 digit,JPMC,2024-01-14,475.97
124454,Timothy Guerrero,3571834225877922,VISA 19 digit,Citizens,2024-03-18,247.4
786753,Hunter Davis,30106548331742,JCB 16 digit,BOFA,2024-02-26,953.98
456705,Whitney Neal,2324571763801508,American Express,BOFA,2024-01-03,646.24
245606,Logan Miller,4005817483418825473,JCB 15 digit,Citizens,2024-03-07,18.42
804494,Rita Williams,2287076300811577,Maestro,BOFA,2024-01-09,104.15
293026,Erik Welch,343401004996555,VISA 16 digit,JPMC,2024-02-10,475.7
477236,Douglas Day,639086894446,VISA 16 digit,BOFA,2024-01-16,465.16
561391,Kayla Hayes,6011220975954247,Maestro,Citizens,2024-02-05,386.29
903673,Jason Mclean,4664113617285,Discover,BOFA,2024-02-25,545.12
949651,Rebecca Weber MD,213190221589718,Discover,BOFA,2024-02-24,403.89
657340,Melissa Mcdaniel,3570557737832348,Diners Club / Carte Blanche,Citizens,2024-01-06,919.5
762049,Scott Mcmahon,4789778013359609,Diners Club / Carte Blanche,JPMC,2024-03-17,357.7
616290,Kelly Snow,30491971560425,JCB 15 digit,Citizens,2024-02-21,857.36
832506,Anthony Gates,4279077827524664810,VISA 13 digit,Citizens,2024-01-17,300.77
221330,Dr. Gary Brock,3592270184456843,VISA 16 digit,Citizens,2024-01-11,35.57
169285,Mr. Richard White,3517902650598979,JCB 15 digit,TD Bank,2024-01-15,269.44
714984,Eric Randolph,6011996651766449,VISA 16 digit,TD Bank,2024-03-17,166.87
188020,Diana Simmons,4805386436327691984,JCB 16 digit,Citizens,2024-02-05,864.69
74927,Brittany Burke,2290987453664057,Diners Club / Carte Blanche,JPMC,2024-01-10,946.14
860236,Jeffery Ward,4786355363293360015,Mastercard,BOFA,2024-01-24,827.22
861208,Edward Stafford,567150699153,Discover,Citizens,2024-02-15,252.7
122995,Jared Le,4003831733376245,JCB 16 digit,JPMC,2024-03-03,237.17
251055,Kimberly Rubio,2719653335441089,VISA 16 digit,TD Bank,2024-01-25,185.61
309439,Johnny Hogan,6011269994267065,VISA 13 digit,BOFA,2024-02-04,440.23
802390,Jack Smith,4671625428303402,VISA 16 digit,BOFA,2024-03-17,83.54
750956,Gregory Sanders,3530159557613814,VISA 16 digit,TD Bank,2024-02-24,45.87
338778,Sophia Williams,371113310320355,JCB 16 digit,Citizens,2024-01-18,190.47
635268,Tommy Torres,340104163142218,Discover,Citizens,2024-01-19,472.04
89984,Jason Johnson,060469209591,VISA 19 digit,JPMC,2024-01-13,135.19
832506,Anthony Gates,4279077827524664810,VISA 13 digit,Citizens,2024-01-12,959.91
602552,Brian Blankenship,30365958459266,Diners Club / Carte Blanche,BOFA,2024-02-29,838.23
87849,Erin Case,370921223087080,VISA 16 digit,Citizens,2024-01-12,170.5
660486,Anna Miller,30183644699728,VISA 13 digit,Citizens,2024-01-03,777.91
543165,Alec Martinez,3545927397429853,VISA 16 digit,Citizens,2024-02-16,514.31
962106,Christian Escobar,6570060393436838,Discover,TD Bank,2024-01-11,79.91
499293,Jennifer Valenzuela,4025896883532164,VISA 16 digit,Citizens,2024-02-03,269.8
599879,Kimberly Morris,6011186456216762,American Express,JPMC,2024-03-11,577.02
526492,Jeffrey Crawford,4018484906126,JCB 16 digit,TD Bank,2024-01-14,575.12
860236,Jeffery Ward,4786355363293360015,Mastercard,BOFA,2024-02-01,910.67
150357,Dr. Cassidy Davidson,3520892550334358,Diners Club / Carte Blanche,BOFA,2024-03-13,241.9
933819,Stephanie Dean,213108538813647,Discover,JPMC,2024-01-22,353.21
284014,Tamara Lam,180021044709291,Discover,Citizens,2024-01-14,872.92
192404,Elizabeth Schroeder,4223814114155183972,American Express,JPMC,2024-01-08,412.3
486035,Bryan Hood,4820658719418688,JCB 16 digit,BOFA,2024-01-01,645.89
760802,Mikayla Fields,4305378310732227133,VISA 16 digit,Citizens,2024-02-25,390.38
383971,Kelly Mccoy,3558582371660827,JCB 16 digit,TD Bank,2024-01-25,91.54
592817,Gary Harris,3570569366375242,VISA 13 digit,TD Bank,2024-01-06,29.11
440486,Mackenzie Burns,372063488870880,VISA 16 digit,JPMC,2024-02-11,236.04
811759,Dustin Rios,373461997556249,Maestro,Citizens,2024-01-14,913.22
557963,Mark Gomez,4328799948747070,VISA 16 digit,JPMC,2024-01-24,440.3
610168,Francisco Rocha,4921189397535104,American Express,TD Bank,2024-01-03,565.51
513230,Bryan Haney,30381088968423,Diners Club / Carte Blanche,TD Bank,2024-02-08,715.31
315696,Kristen Garza,4567476974099219961,American Express,Citizens,2024-03-04,247.82
320122,Ronald Keith,3562426958565815,VISA 19 digit,BOFA,2024-01-14,821.88
