customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
806830,Paul Bruce,4066176861976,VISA 16 digit,TD Bank,2024-02-08,759.4
594528,David Watson,213178495287051,VISA 16 digit,Citizens,2024-02-10,508.35
174212,Joseph Byrd,3554576907211570,VISA 13 digit,TD Bank,2024-01-13,572.53
118211,Sarah Cowan,375034058344355,JCB 15 digit,TD Bank,2024-02-20,157.83
420756,Jennifer Smith,4586676807930,American Express,BOFA,2024-02-28,444.22
768069,Jacob Hull,3517353976931785,JCB 16 digit,JPMC,2024-01-13,238.05
636647,Anthony Nelson,676211749541,Diners Club / Carte Blanche,TD Bank,2024-02-25,250.73
217564,Angel Norton,30037880607615,JCB 16 digit,TD Bank,2024-01-28,27.51
786753,Hunter Davis,30106548331742,JCB 16 digit,BOFA,2024-01-13,398.29
6758,Steven Brandt,6011746996796522,VISA 16 digit,JPMC,2024-01-29,765.8
88333,Daisy Moody,4679987774612376552,Discover,Citizens,2024-02-08,921.44
592817,Gary Harris,3570569366375242,VISA 13 digit,TD Bank,2024-01-21,167.2
170681,Denise Shaw,213104625086213,Discover,TD Bank,2024-02-04,901.4
154523,Linda Warren,4267819541712207,VISA 19 digit,TD Bank,2024-01-27,249.52
876234,Alyssa Hartman,3597786047368953,Diners Club / Carte Blanche,TD Bank,2024-02-17,719.47
660486,Anna Miller,30183644699728,VISA 13 digit,Citizens,2024-02-18,758.54
276887,Tina Williams,3546645878235545,VISA 16 digit,BOFA,2024-01-27,962.77
797396,Melissa Woods,3525566456051945,Discover,Citizens,2024-01-02,276.27
929446,Stephanie Anderson,344803577429956,VISA 16 digit,TD Bank,2024-01-01,117.73
96043,Destiny Scott,4035018005744217,VISA 16 digit,JPMC,2024-03-17,258.47
782511,Sara Watson,3589397668529863,JCB 16 digit,TD Bank,2024-01-19,807.74
460034,Richard Stewart,3510728238210085,Maestro,JPMC,2024-01-14,701.62
473301,Nicole Vega,3554477135890659,VISA 19 digit,Citizens,2024-02-11,835.81
616290,Kelly Snow,30491971560425,JCB 15 digit,Citizens,2024-02-13,651.69
630089,Lisa Hensley MD,3598605414079721,VISA 16 digit,TD Bank,2024-02-21,550.87
621081,Nicole Cameron,213150117638458,VISA 13 digit,TD Bank,2024-02-16,235.94
129783,James Summers,180095815697950,Mastercard,Citizens,2024-02-19,364.63
585002,Michelle Johnson,639091334388,JCB 16 digit,JPMC,2024-03-04,133.91
714984,Eric Randolph,6011996651766449,VISA 16 digit,TD Bank,2024-01-07,92.06
128925,Carrie Parks,4859113102630238,VISA 16 digit,JPMC,2024-02-23,481.86
737683,Dustin Neal,349153992974680,JCB 15 digit,JPMC,2024-01-23,221.09
712642,Mrs. Linda Edwards DDS,4509780268693606217,JCB 15 digit,Citizens,2024-01-19,881.99
312202,Kelli Crawford,562731231238,Mastercard,JPMC,2024-02-25,640.84
664886,Zachary Wright,36632893980530,Mastercard,JPMC,2024-01-01,387.47
986540,Karen Douglas,676376071343,VISA 16 digit,TD Bank,2024-03-13,924.78
238879,Alex Anderson PhD,4272060608232135,Mastercard,BOFA,2024-01-20,60.93
303892,Teresa Gibson,3592777078911774,JCB 16 digit,JPMC,2024-01-14,737.38
547038,Shannon Morris,4067643094084,American Express,JPMC,2024-03-18,397.16
283218,Dustin Allen,6591520285141338,VISA 16 digit,Citizens,2024-02-18,489.6
591861,Jill Ramirez,6011742161880274,JCB 15 digit,TD Bank,2024-01-13,957.69
372928,Joseph Johnston,3571170844718548,JCB 15 digit,Citizens,2024-02-21,666.57
64822,Tammy Williamson,213137519731635,American Express,JPMC,2024-01-08,872.89
861208,Edward Stafford,567150699153,Discover,Citizens,2024-02-19,340.11
692149,Thomas Barton,340520917593069,Mastercard,Citizens,2024-01-27,243.9
526066,Jacob Mitchell,4950106526177198,JCB 16 digit,JPMC,2024-02-20,227.08
64439,Jennifer Parker,4864903591027,VISA 16 digit,Citizens,2024-03-07,119.17
909436,Tonya Davis,501864458242,VISA 13 digit,Citizens,2024-01-22,757.05
574357,Madeline Long,4845282852350953342,Maestro,BOFA,2024-02-28,945.6
436201,Emma Barnes,180041441611650,Discover,TD Bank,2024-02-16,300.7
497547,Amy Esparza,4482619157293941,JCB 15 digit,TD Bank,2024-03-16,920.26
170771,Adrian Martinez,4712050384448466,VISA 13 digit,TD Bank,2024-02-25,683.86
946901,Spencer Flores,4219240036200641,VISA 13 digit,JPMC,2024-02-16,79.47
581022,Amy Brown,3577652089715283,JCB 16 digit,Citizens,2024-03-17,826.83
316333,Christina Wilson,4444448180410,JCB 15 digit,Citizens,2024-01-12,630.16
697644,Chelsea Frazier,180063065847311,VISA 19 digit,BOFA,2024-02-16,46.74
141212,Brenda Nelson,4700549194030673,VISA 16 digit,BOFA,2024-01-24,282.53
741531,Justin Roberts,3555430283570358,JCB 15 digit,TD Bank,2024-01-26,635.79
989477,Robert Mcdonald,30153912668515,VISA 16 digit,JPMC,2024-01-28,390.32
633826,David Anderson,4203444006527159583,VISA 13 digit,Citizens,2024-01-30,277.8
577278,Wayne Wilkinson,180033187330546,Discover,JPMC,2024-03-17,972.35
952297,Chelsea Mcmillan,4013002377231,Discover,JPMC,2024-03-08,119.33
879814,Teresa Sanchez,371365044004271,VISA 19 digit,Citizens,2024-03-12,658.35
371071,Shelby Jones,3520010192598781,VISA 13 digit,TD Bank,2024-01-28,713.41
372592,Mrs. Carolyn Ruiz,676357972188,VISA 16 digit,TD Bank,2024-03-08,163.54
237941,Rhonda Martinez,36611799454113,JCB 15 digit,BOFA,2024-02-10,746.32
238386,Kristina Johnson MD,30122163373695,Mastercard,Citizens,2024-03-15,754.67
73503,Jason Hendricks,4799919351435621,Discover,JPMC,2024-01-31,530.57
931199,Anthony Williams,676353323998,JCB 16 digit,BOFA,2024-02-20,963.39
912507,Sara Rodriguez,6588071655754974,JCB 16 digit,TD Bank,2024-01-30,946.77
355842,Amy Thomas,180084404094472,Maestro,Citizens,2024-03-17,610.05
733125,Tiffany Berg,3538951392153655,JCB 15 digit,TD Bank,2024-02-23,924.9
926810,Wendy Miller,6571230670141059,JCB 16 digit,Citizens,2024-02-17,598.97
564357,Joshua Coleman,349704114518134,JCB 16 digit,JPMC,2024-01-25,439.05
57538,Mr. David Johnston,4011254699708,Discover,TD Bank,2024-01-11,635.07
74927,Brittany Burke,2290987453664057,Diners Club / Carte Blanche,JPMC,2024-03-17,788.52
6389,Michael Martinez,630490429077,American Express,Citizens,2024-01-28,210.27
857122,Matthew Walsh,4675920070879540461,Diners Club / Carte Blanche,Citizens,2024-01-14,992.67
149403,Cynthia Garcia,6575223547669408,JCB 15 digit,BOFA,2024-02-23,78.94
421261,Hannah Arnold,6586769774129729,VISA 19 digit,BOFA,2024-01-03,676.29
398144,Luis Lopez,213115335914445,VISA 19 digit,BOFA,2024-01-10,585.54
544526,Amy Duncan,2248834829632330,JCB 15 digit,TD Bank,2024-01-09,595.42
959804,Austin Carr,6011871730885868,JCB 16 digit,JPMC,2024-02-03,635.37
305504,Mandy Arnold,2302920731925459,JCB 16 digit,BOFA,2024-01-07,622.03
509045,Jeremy Patel,4452791250763827,VISA 19 digit,JPMC,2024-02-20,660.27
277337,Sandra Walker,3558892579002734,Diners Club / Carte Blanche,Citizens,2024-01-05,703.11
406342,Amy Petersen,4036762544933802,VISA 16 digit,BOFA,2024-01-27,631.69
205080,Cheryl Nelson,502068135909,Diners Club / Carte Blanche,JPMC,2024-03-14,507.94
394664,Michele Rivera,4166406187469771,VISA 16 digit,JPMC,2024-01-21,248.15
413723,Michael Lane,6011245643057149,VISA 13 digit,TD Bank,2024-03-10,566.26
363053,Daniel Martinez,2253897491742390,Discover,JPMC,2024-01-29,777.17
627242,Kara Herring,213137895986241,JCB 15 digit,Citizens,2024-01-04,584.76
949714,Alice Davis,3532272620218061,Maestro,Citizens,2024-01-30,226.02
105411,Brittany Huynh,4271168374587078,VISA 16 digit,TD Bank,2024-02-26,574.95
755680,Randy Johnston,3521649023757923,VISA 16 digit,TD Bank,2024-01-30,450.16
811759,Dustin Rios,373461997556249,Maestro,Citizens,2024-01-18,399.1
390128,Michael Collins,4832544468392,Maestro,JPMC,2024-01-27,919.76
619293,Julie Brooks,6011446097320708,VISA 19 digit,JPMC,2024-01-26,622.76
668020,Nicholas Thompson MD,180091399571679,VISA 19 digit,Citizens,2024-02-20,886.66
42644,Stanley Hart,569647738529,American Express,Citizens,2024-03-06,733.24
809226,Jamie Avery,676338353375,American Express,JPMC,2024-02-10,776.56
782048,Curtis Brown,5435251316827057,JCB 16 digit,JPMC,2024-01-26,246.54
194835,Donald Jackson,4928597287786,Diners Club / Carte Blanche,TD Bank,2024-03-07,332.64
295537,David Higgins,676348922136,JCB 15 digit,BOFA,2024-02-17,781.42
700171,Brian Sosa,676246817891,VISA 19 digit,JPMC,2024-01-30,881.22
87766,William Jackson,4100850095534,Discover,BOFA,2024-01-31,658.17
575797,Lauren Walker,3577975029447547,VISA 16 digit,BOFA,2024-01-03,675.85
716216,Lance Lewis,4582154208188642,Mastercard,TD Bank,2024-03-12,589.22
116278,Carol Dougherty,180043332358789,Maestro,Citizens,2024-02-01,360.22
931496,Richard Ellis,4923258562437012,VISA 13 digit,Citizens,2024-01-24,705.87
523984,Dr. Christine Case,4725754031890955,Mastercard,BOFA,2024-02-21,38.18
811613,Edward Wheeler,2288821856058035,JCB 16 digit,JPMC,2024-01-17,173.65
785867,Tony Ruiz,4991880597590361511,JCB 16 digit,JPMC,2024-02-22,554.51
955094,Vanessa Hernandez,30006863246063,VISA 16 digit,BOFA,2024-02-26,499.89
426027,Nancy White,343590454689635,Mastercard,TD Bank,2024-03-11,219.13
676207,Kimberly Cross,3519328461171517,VISA 19 digit,Citizens,2024-02-07,625.73
580736,Kelly Gonzalez,30073420480858,Maestro,BOFA,2024-02-05,485.93
186365,Brandon Pacheco,4761359217373514,VISA 19 digit,Citizens,2024-02-07,586.62
657340,Melissa Mcdaniel,3570557737832348,Diners Club / Carte Blanche,Citizens,2024-02-17,903.76
894973,Tony White,6530544164485909,JCB 15 digit,JPMC,2024-03-01,95.85
417904,Derek Davidson,3589150168739858,Mastercard,JPMC,2024-02-13,131.73
962106,Christian Escobar,6570060393436838,Discover,TD Bank,2024-01-21,273.92
212698,Brett Herrera,4437238975150450,VISA 13 digit,TD Bank,2024-01-07,742.21
380155,Taylor Perez,3553841950656043,VISA 16 digit,Citizens,2024-01-21,839.0
435812,Jeffery Weaver,2417105293336020,Diners Club / Carte Blanche,TD Bank,2024-01-21,754.97
534377,Melissa Merritt,4506171895073,VISA 19 digit,JPMC,2024-02-15,415.84
87849,Erin Case,370921223087080,VISA 16 digit,Citizens,2024-01-03,778.55
785494,Richard Hull,6583304623856562,Discover,Citizens,2024-01-21,588.12
888653,Daniel Woodard,3568832217199177,JCB 15 digit,TD Bank,2024-03-06,28.96
937446,Wendy Smith,3589534746028373,VISA 16 digit,TD Bank,2024-02-10,789.78
404731,Sarah Silva,30238679334144,American Express,JPMC,2024-02-06,465.63
296028,John Cooper Jr.,3500288367452257,JCB 16 digit,JPMC,2024-01-04,467.61
666430,Brian Alexander,4671676382140997064,Diners Club / Carte Blanche,JPMC,2024-01-07,34.84
226643,Chelsey Burns,4002824222594718,VISA 13 digit,Citizens,2024-01-03,182.39
987630,Tara Rose,4454982603129996763,VISA 13 digit,TD Bank,2024-01-22,344.52
171946,Jason Jordan,213145821635287,VISA 16 digit,TD Bank,2024-02-08,202.91
246866,Jessica Briggs,342594407667616,VISA 19 digit,TD Bank,2024-02-13,260.49
328868,Regina Figueroa,5299335518748883,Diners Club / Carte Blanche,TD Bank,2024-03-03,482.37
230545,Luis Anderson,4371535496064716,Discover,JPMC,2024-02-09,376.85
557963,Mark Gomez,4328799948747070,VISA 16 digit,JPMC,2024-01-15,615.16
221330,Dr. Gary Brock,3592270184456843,VISA 16 digit,Citizens,2024-02-23,447.88
283487,Christopher Hull,3593273110825239,JCB 15 digit,BOFA,2024-01-27,716.31
637459,Christine Murphy,6011512158914307,VISA 19 digit,TD Bank,2024-03-10,771.33
784533,Karen Shelton,630409835638,VISA 19 digit,JPMC,2024-01-18,935.94
607179,Chris Williams,3536129787888738,Discover,JPMC,2024-03-08,236.14
879086,Linda Mendez PhD,4247568453525736,VISA 16 digit,JPMC,2024-03-17,868.29
828520,Michelle Gutierrez,30255426852830,JCB 15 digit,JPMC,2024-02-24,174.72
535584,Mr. Mark Thomas,2469482365324797,VISA 16 digit,TD Bank,2024-02-17,825.97
750956,Gregory Sanders,3530159557613814,VISA 16 digit,TD Bank,2024-01-16,459.71
242590,Donald Bowers,3567682626504504,American Express,TD Bank,2024-02-09,210.23
431610,Kelly Murphy,4635834941564301,VISA 16 digit,TD Bank,2024-01-21,217.58
656848,David Miles,4148380273085697,Discover,TD Bank,2024-03-08,936.86
592917,Angela Sanders,4118742657998,JCB 16 digit,TD Bank,2024-02-05,855.33
619822,Mrs. Marissa Knox DDS,3542272626157808,Maestro,TD Bank,2024-01-21,505.72
191482,Patricia Rose,348742576287955,JCB 16 digit,JPMC,2024-02-06,19.27
774463,Patrick Jones,4302518411133489,VISA 16 digit,BOFA,2024-02-06,797.96
768269,Michael Pacheco,3511611055024079,JCB 16 digit,Citizens,2024-01-11,559.77
653299,Audrey Lindsey,3590726705422400,VISA 13 digit,TD Bank,2024-03-14,864.92
245606,Logan Miller,4005817483418825473,JCB 15 digit,Citizens,2024-02-16,122.06
702913,Jill Ware,4923112551303,VISA 13 digit,Citizens,2024-02-02,566.15
599879,Kimberly Morris,6011186456216762,American Express,JPMC,2024-01-21,460.46
591112,Glen Shields,4662653181987761344,Diners Club / Carte Blanche,Citizens,2024-02-10,23.84
915515,Kara Baird,4080023046184153,VISA 16 digit,BOFA,2024-03-07,573.17
115230,Robert Allen,4819795515119558,VISA 13 digit,BOFA,2024-02-21,829.86
181090,Haley Baker,3585151549336095,JCB 15 digit,TD Bank,2024-02-11,936.19
133872,Charles Campbell,349248465326036,Mastercard,Citizens,2024-01-03,689.25
258429,Thomas Taylor,4413642459311702,VISA 19 digit,Citizens,2024-01-21,808.36
759920,William Vargas,3568346853009392,Maestro,TD Bank,2024-02-12,311.22
112115,Karen Smith,3502625689895556,JCB 16 digit,Citizens,2024-02-15,84.6
721370,Marcia Taylor,6514425854938037,VISA 19 digit,TD Bank,2024-02-26,913.19
870399,Jeffrey Oliver,6011918421117224,Maestro,Citizens,2024-03-12,991.94
31723,Scott Young,341550211499878,VISA 16 digit,JPMC,2024-01-19,111.67
326052,Kathleen Martinez,4568983669112,Maestro,Citizens,2024-02-12,759.95
860236,Jeffery Ward,4786355363293360015,Mastercard,BOFA,2024-02-07,113.49
526492,Jeffrey Crawford,4018484906126,JCB 16 digit,TD Bank,2024-03-13,61.79
128974,John Alvarado,6011419536190776,VISA 16 digit,JPMC,2024-03-17,613.82
309439,Johnny Hogan,6011269994267065,VISA 13 digit,BOFA,2024-03-09,533.42
495608,Kimberly Roberts,4292892378561658006,JCB 16 digit,TD Bank,2024-03-02,885.39
548313,Yvonne Brewer,30246512157671,VISA 13 digit,JPMC,2024-03-15,683.11
394214,Charles Kim,4218062478905326,Discover,TD Bank,2024-03-08,935.11
996795,Brian Clayton,3551349379102161,VISA 16 digit,BOFA,2024-01-29,56.98
853479,Destiny Flynn,3555438172598364,Discover,Citizens,2024-02-19,142.86
62869,Robin Liu,30396125643870,Mastercard,JPMC,2024-03-07,505.54
488198,Rachel Palmer,3529265690745174,Diners Club / Carte Blanche,TD Bank,2024-02-08,95.88
304429,Colin Snyder,3594183634609671,JCB 16 digit,TD Bank,2024-01-11,958.36
637062,Sharon Watson,341678141693763,JCB 16 digit,JPMC,2024-01-05,959.43
205007,Kelly Burgess,30250561799920,VISA 13 digit,Citizens,2024-03-12,886.02
742876,David Waters,3575734000297211,American Express,Citizens,2024-01-05,414.4
602552,Brian Blankenship,30365958459266,Diners Club / Carte Blanche,BOFA,2024-03-15,450.47
325091,Jennifer Bradford,349640380801046,Diners Club / Carte Blanche,TD Bank,2024-01-27,562.53
462123,Matthew Harvey,4361890884104330495,Maestro,BOFA,2024-03-13,185.26
69873,Jake Hawkins,3521184740934795,Mastercard,JPMC,2024-03-04,206.34
842995,Spencer Curry,3512971454122950,JCB 16 digit,BOFA,2024-02-16,446.89
851965,Taylor Nunez,372181544263369,VISA 16 digit,TD Bank,2024-02-08,754.38
315696,Kristen Garza,4567476974099219961,American Express,Citizens,2024-02-16,184.97
188020,Diana Simmons,4805386436327691984,JCB 16 digit,Citizens,2024-01-05,916.52
144352,James Foster,4980062054572729847,Discover,Citizens,2024-02-23,467.43
760204,Michael Case,6011536484402018,VISA 16 digit,TD Bank,2024-02-11,207.39
481743,Kenneth Gonzales,30330591559377,American Express,Citizens,2024-01-02,362.48
789395,Mark Wilson,4077533488020374788,VISA 16 digit,JPMC,2024-03-10,702.15
507759,Danielle Hernandez,4263647498356122,JCB 16 digit,JPMC,2024-01-22,715.62
541795,Tina Burgess,4008489951789,American Express,BOFA,2024-02-10,853.72
656845,Deborah Mason,3514100221556880,Mastercard,Citizens,2024-01-11,138.38
104016,Antonio Garrett,2706156249435747,Discover,TD Bank,2024-03-05,787.96
724123,Mark Brooks,2289829510034119,JCB 15 digit,Citizens,2024-03-08,321.03
185061,Lisa Kennedy,180005709576053,Diners Club / Carte Blanche,BOFA,2024-01-04,562.75
340985,Margaret Edwards,4781698052749678453,VISA 16 digit,JPMC,2024-01-05,60.45
917320,Mr. Casey Lopez DDS,4582329443282836,JCB 15 digit,Citizens,2024-01-29,195.95
122995,Jared Le,4003831733376245,JCB 16 digit,JPMC,2024-03-06,47.49
44495,Tara Cooper,675962740097,Diners Club / Carte Blanche,TD Bank,2024-02-28,166.62
424113,Jennifer Olsen,343012129461506,VISA 13 digit,JPMC,2024-03-07,801.68
759685,Terry Bailey,4418231081407,JCB 15 digit,TD Bank,2024-02-21,646.07
284014,Tamara Lam,180021044709291,Discover,Citizens,2024-01-30,959.96
95190,Lindsey Collins,30226324812358,JCB 16 digit,BOFA,2024-02-03,694.72
126940,Samantha Brown,4058517486542299,VISA 19 digit,JPMC,2024-01-04,34.21
601329,Katelyn Russell,3538834960381546,VISA 19 digit,JPMC,2024-02-01,155.95
107550,Jose Kelly PhD,4919236191374687,Maestro,JPMC,2024-01-18,829.39
665505,Todd Turner,4033434014811024,Mastercard,BOFA,2024-03-16,475.68
867849,Rose Barber,213107011885676,Maestro,JPMC,2024-03-15,795.64
816593,Amy Carrillo,4017928959987863,JCB 16 digit,JPMC,2024-02-18,889.03
751826,Mrs. Laura Faulkner,341335596120285,Mastercard,TD Bank,2024-02-07,312.69
111922,Chase Juarez,569294633601,VISA 16 digit,BOFA,2024-03-05,883.66
480756,Christina Patterson,4855539338403,Mastercard,JPMC,2024-03-11,578.55
426265,April Smith,378186173303935,JCB 16 digit,BOFA,2024-01-29,290.08
914058,Melissa Torres,341585765675341,Discover,TD Bank,2024-02-11,124.88
654056,Tanya Freeman,30352108223149,Discover,BOFA,2024-02-17,715.48
668599,Shane Gutierrez,4126273901971949,American Express,Citizens,2024-01-24,286.61
317165,Rebecca Acosta,4851550462953825,JCB 16 digit,Citizens,2024-02-13,279.71
227272,Dr. Jerome Ritter,180028679632078,JCB 15 digit,TD Bank,2024-01-23,938.24
777315,Troy Walton,3513889406070706,Diners Club / Carte Blanche,Citizens,2024-02-25,844.98
242108,Bradley Rice,6535134589289725,VISA 16 digit,JPMC,2024-03-02,83.5
675509,Joshua Owen,2229243175297230,JCB 16 digit,Citizens,2024-03-18,743.96
76722,Makayla Shelton,4449726533845059300,JCB 16 digit,BOFA,2024-02-22,572.0
488954,Ronald White,2248857545063829,JCB 16 digit,Citizens,2024-01-12,47.13
679934,Michael Fuentes,4172989608408686,JCB 16 digit,BOFA,2024-02-08,616.5
554759,Cynthia Payne,2221012553835020,American Express,TD Bank,2024-02-07,792.54
307402,Mark Collins,4543194186590336564,Mastercard,TD Bank,2024-02-14,102.41
635268,Tommy Torres,340104163142218,Discover,Citizens,2024-02-11,145.05
507663,Mary Gonzalez,30121645972223,Diners Club / Carte Blanche,JPMC,2024-02-01,67.89
124454,Timothy Guerrero,3571834225877922,VISA 19 digit,Citizens,2024-02-01,22.78
452012,Joseph Marshall,30264962749475,Discover,JPMC,2024-02-11,767.45
371203,Margaret Rodriguez,30474523516087,VISA 16 digit,TD Bank,2024-01-25,937.09
972964,Amanda Davis,3598348042970017,VISA 16 digit,Citizens,2024-02-21,360.02
832506,Anthony Gates,4279077827524664810,VISA 13 digit,Citizens,2024-03-17,619.01
987511,Kathryn Macdonald,4690854099258854,VISA 16 digit,Citizens,2024-03-09,853.68
261028,Anthony Fuller,36393897067952,VISA 16 digit,BOFA,2024-01-27,848.55
673771,Tammie Hicks,213109330253537,JCB 16 digit,TD Bank,2024-02-13,395.32
867733,Mackenzie Torres,3572875761546107,JCB 16 digit,TD Bank,2024-01-30,921.88
339487,James Scott,4579716891972,American Express,BOFA,2024-02-11,693.32
39788,Melanie Anderson,180032416616576,Maestro,JPMC,2024-03-18,61.21
944749,Sandra Larson,30218471172157,VISA 16 digit,TD Bank,2024-02-12,239.81
456705,Whitney Neal,2324571763801508,American Express,BOFA,2024-02-08,429.69
517365,Dr. Ashley Mcclure,4207140692229577236,Diners Club / Carte Blanche,JPMC,2024-01-09,947.19
295426,Jessica Perez,180036066026382,VISA 16 digit,BOFA,2024-01-06,295.94
89984,Jason Johnson,060469209591,VISA 19 digit,JPMC,2024-02-08,261.54
903673,Jason Mclean,4664113617285,Discover,BOFA,2024-02-01,981.18
195749,Chad Thompson,4900583315844736,JCB 16 digit,BOFA,2024-02-28,394.13
687386,Amber Smith,180058669693541,VISA 16 digit,TD Bank,2024-01-23,324.6
966563,Kim Baker,3515418215731007,American Express,BOFA,2024-01-18,71.79
841858,Jennifer Brown,3540348693509576,Mastercard,BOFA,2024-03-09,763.26
685523,Christopher Cuevas,6011012248286451,VISA 19 digit,TD Bank,2024-03-13,457.08
335479,Tammie Powell,2716553250213609,VISA 13 digit,JPMC,2024-02-01,616.51
194070,James Morrison,4280474952859072,Diners Club / Carte Blanche,Citizens,2024-02-03,72.14
173529,Kimberly Guzman,060484602630,VISA 19 digit,TD Bank,2024-01-05,371.08
467566,David Brewer,3504024167709984,VISA 19 digit,BOFA,2024-01-17,707.75
477236,Douglas Day,639086894446,VISA 16 digit,BOFA,2024-03-02,445.31
334873,Tracy Noble,4929965271207852779,VISA 16 digit,Citizens,2024-02-16,330.45
43370,Michelle Delgado,676242041397,Discover,JPMC,2024-01-14,230.66
245592,Richard Marshall,3558429231706160,VISA 16 digit,BOFA,2024-01-30,878.26
933475,Sean Stanley,3515954860366012,Discover,JPMC,2024-01-23,417.55
760802,Mikayla Fields,4305378310732227133,VISA 16 digit,Citizens,2024-02-19,576.61
6522,Ashley Henderson,4305631152294803,Discover,JPMC,2024-03-02,19.53
150157,Jose Bell,344837046460408,Discover,Citizens,2024-02-27,527.46
588099,Carolyn Chase,30411376468537,VISA 16 digit,BOFA,2024-03-09,727.66
322122,Miguel Jackson,4873692843116516818,VISA 13 digit,TD Bank,2024-02-05,317.1
836959,Samantha Munoz,38184896118427,Maestro,BOFA,2024-01-11,232.65
593696,Thomas Robles,4910236076649554252,JCB 16 digit,BOFA,2024-02-11,747.28
599446,John Williams,4745593211575693249,Mastercard,JPMC,2024-01-29,437.16
254521,James Morgan,4305195980623229,American Express,TD Bank,2024-01-05,408.45
307402,Mark Collins,4543194186590336564,Mastercard,TD Bank,2024-01-18,293.79
762049,Scott Mcmahon,4789778013359609,Diners Club / Carte Blanche,JPMC,2024-02-24,126.72
150357,Dr. Cassidy Davidson,3520892550334358,Diners Club / Carte Blanche,BOFA,2024-02-29,980.97
122173,Dana Long,213142052322594,Maestro,BOFA,2024-02-07,154.96
163330,Jerry Gonzalez,4920370539232239735,Maestro,Citizens,2024-03-03,289.05
316348,Robin Bennett,3547604030034410,JCB 16 digit,BOFA,2024-01-20,823.32
199642,Aaron Mendoza,342328643868823,VISA 16 digit,TD Bank,2024-01-12,159.84
663624,Douglas Robbins,6011010450196681,VISA 16 digit,TD Bank,2024-02-19,133.51
