customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
64439,Jennifer Parker,4864903591027,VISA 16 digit,Citizens,2024-02-17,825.65
517365,Dr. Ashley Mcclure,4207140692229577236,Diners Club / Carte Blanche,JPMC,2024-01-14,763.39
786753,Hunter Davis,30106548331742,JCB 16 digit,BOFA,2024-03-14,624.02
513230,Bryan Haney,30381088968423,Diners Club / Carte Blanche,TD Bank,2024-01-28,767.56
657532,Mrs. Jessica Baker,4883823625566,JCB 16 digit,BOFA,2024-01-10,296.47
305504,Mandy Arnold,2302920731925459,JCB 16 digit,BOFA,2024-01-30,381.49
304429,Colin Snyder,3594183634609671,JCB 16 digit,TD Bank,2024-01-27,182.72
567308,Dr. Heather Acosta MD,2637154807623527,VISA 13 digit,Citizens,2024-01-28,125.06
654056,Tanya Freeman,30352108223149,Discover,BOFA,2024-01-31,59.91
726880,Caleb Hall,2292813141594852,VISA 16 digit,BOFA,2024-02-20,266.02
230545,Luis Anderson,4371535496064716,Discover,JPMC,2024-01-24,690.31
31723,Scott Young,341550211499878,VISA 16 digit,JPMC,2024-01-11,414.16
747106,Kelly Stewart,676383515191,VISA 16 digit,BOFA,2024-02-18,367.07
84904,Melissa Smith,213151278456813,Mastercard,JPMC,2024-02-03,829.49
782511,Sara Watson,3589397668529863,JCB 16 digit,TD Bank,2024-01-31,849.66
402380,Denise Garcia,4337451268791040032,VISA 16 digit,TD Bank,2024-01-29,548.66
937003,Brittany Hernandez,4812859271328046795,Diners Club / Carte Blanche,TD Bank,2024-01-23,711.25
602552,Brian Blankenship,30365958459266,Diners Club / Carte Blanche,BOFA,2024-01-24,233.22
227272,Dr. Jerome Ritter,180028679632078,JCB 15 digit,TD Bank,2024-02-20,202.17
544526,Amy Duncan,2248834829632330,JCB 15 digit,TD Bank,2024-02-09,523.38
713498,Brian Sutton,344635384402523,VISA 13 digit,Citizens,2024-02-24,303.9
513000,Lisa Smith,4775637632422337,VISA 16 digit,BOFA,2024-01-22,174.34
554759,Cynthia Payne,2221012553835020,American Express,TD Bank,2024-03-16,138.62
6389,Michael Martinez,630490429077,American Express,Citizens,2024-02-29,939.35
237047,Antonio Cohen,577386652298,VISA 16 digit,Citizens,2024-03-03,900.15
192997,Sherry Lewis,2268288242212417,Mastercard,Citizens,2024-02-18,955.13
426027,Nancy White,343590454689635,Mastercard,TD Bank,2024-01-11,695.1
469652,Jeanette Robbins,2246758554955032,VISA 16 digit,TD Bank,2024-01-05,570.41
586067,Jill Smith,3560685478446481,Maestro,JPMC,2024-02-14,694.57
816593,Amy Carrillo,4017928959987863,JCB 16 digit,JPMC,2024-02-24,794.52
588099,Carolyn Chase,30411376468537,VISA 16 digit,BOFA,2024-01-03,925.32
276887,Tina Williams,3546645878235545,VISA 16 digit,BOFA,2024-02-24,750.21
426927,Brandon Beck,3555639205700816,JCB 16 digit,TD Bank,2024-02-08,760.49
221240,Melanie Gutierrez,30404320976333,JCB 16 digit,BOFA,2024-02-07,236.15
488198,Rachel Palmer,3529265690745174,Diners Club / Carte Blanche,TD Bank,2024-03-12,508.6
733125,Tiffany Berg,3538951392153655,JCB 15 digit,TD Bank,2024-02-04,354.59
811759,Dustin Rios,373461997556249,Maestro,Citizens,2024-02-10,856.83
118434,Laurie Jacobs,213175426840990,JCB 16 digit,TD Bank,2024-02-07,577.59
15948,Mikayla Lee,3534355208409208,JCB 16 digit,JPMC,2024-03-06,735.2
937446,Wendy Smith,3589534746028373,VISA 16 digit,TD Bank,2024-02-18,782.1
339487,James Scott,4579716891972,American Express,BOFA,2024-01-22,819.9
338778,Sophia Williams,371113310320355,JCB 16 digit,Citizens,2024-01-23,399.87
420756,Jennifer Smith,4586676807930,American Express,BOFA,2024-03-05,552.62
355199,Lisa Macdonald,4313092680662,Diners Club / Carte Blanche,JPMC,2024-02-15,615.78
657340,Melissa Mcdaniel,3570557737832348,Diners Club / Carte Blanche,Citizens,2024-01-08,695.96
118211,Sarah Cowan,375034058344355,JCB 15 digit,TD Bank,2024-03-02,548.89
383971,Kelly Mccoy,3558582371660827,JCB 16 digit,TD Bank,2024-03-08,689.03
616290,Kelly Snow,30491971560425,JCB 15 digit,Citizens,2024-01-29,114.24
229811,Samuel Harmon,4087342055243369273,JCB 16 digit,TD Bank,2024-02-19,94.6
295537,David Higgins,676348922136,JCB 15 digit,BOFA,2024-01-30,581.46
192997,Sherry Lewis,2268288242212417,Mastercard,Citizens,2024-03-17,615.63
473936,James Reeves,675965396137,Diners Club / Carte Blanche,TD Bank,2024-02-25,227.03
996795,Brian Clayton,3551349379102161,VISA 16 digit,BOFA,2024-03-02,828.55
87766,William Jackson,4100850095534,Discover,BOFA,2024-01-19,467.37
544526,Amy Duncan,2248834829632330,JCB 15 digit,TD Bank,2024-03-05,129.35
122995,Jared Le,4003831733376245,JCB 16 digit,JPMC,2024-03-06,471.8
426027,Nancy White,343590454689635,Mastercard,TD Bank,2024-03-01,154.04
74927,Brittany Burke,2290987453664057,Diners Club / Carte Blanche,JPMC,2024-02-08,473.9
972964,Amanda Davis,3598348042970017,VISA 16 digit,Citizens,2024-01-03,881.23
42644,Stanley Hart,569647738529,American Express,Citizens,2024-01-02,504.36
435812,Jeffery Weaver,2417105293336020,Diners Club / Carte Blanche,TD Bank,2024-01-18,593.49
829336,Anna Brown,3559229598600652,JCB 16 digit,BOFA,2024-01-25,117.84
59214,Justin West,213172581204203,Mastercard,TD Bank,2024-03-02,611.32
933819,Stephanie Dean,213108538813647,Discover,JPMC,2024-01-22,398.04
408489,Crystal Ferrell,639037782575,American Express,Citizens,2024-02-06,569.02
686507,Karen Williams,2254058303029075,Mastercard,BOFA,2024-03-10,317.38
666538,Monica Wells,4952096873603184345,Diners Club / Carte Blanche,TD Bank,2024-02-08,682.66
329579,Joseph Andrews,503895065087,JCB 16 digit,TD Bank,2024-03-16,438.02
633826,David Anderson,4203444006527159583,VISA 13 digit,Citizens,2024-01-27,893.06
420403,Shawn Johnson,6549607945121694,Discover,Citizens,2024-01-04,698.71
567891,Jacqueline Stephenson,180064284621917,JCB 16 digit,TD Bank,2024-02-12,976.68
513000,Lisa Smith,4775637632422337,VISA 16 digit,BOFA,2024-01-15,956.99
945316,Barbara Allen,3534677593533510,Mastercard,BOFA,2024-02-12,499.41
487753,Brandon Garza,3552392385782005,Discover,BOFA,2024-02-08,19.76
937446,Wendy Smith,3589534746028373,VISA 16 digit,TD Bank,2024-02-13,810.57
946901,Spencer Flores,4219240036200641,VISA 13 digit,JPMC,2024-01-30,353.07
913863,Gabriela Kerr,3572056451065209,VISA 16 digit,Citizens,2024-02-18,457.93
937166,Xavier Brown,4972126892062,Maestro,Citizens,2024-01-20,977.54
75675,Laura George,4334105372779948,JCB 16 digit,TD Bank,2024-01-06,145.84
304057,Paige Smith,676244910540,VISA 16 digit,Citizens,2024-01-30,219.66
843984,Mary Sanchez,3577992851707484,American Express,JPMC,2024-03-14,56.52
842995,Spencer Curry,3512971454122950,JCB 16 digit,BOFA,2024-02-26,549.69
949651,Rebecca Weber MD,213190221589718,Discover,BOFA,2024-01-16,152.82
797396,Melissa Woods,3525566456051945,Discover,Citizens,2024-03-11,980.86
230545,Luis Anderson,4371535496064716,Discover,JPMC,2024-01-29,487.0
507759,Danielle Hernandez,4263647498356122,JCB 16 digit,JPMC,2024-02-03,739.0
915515,Kara Baird,4080023046184153,VISA 16 digit,BOFA,2024-03-09,68.14
141212,Brenda Nelson,4700549194030673,VISA 16 digit,BOFA,2024-02-07,362.5
867849,Rose Barber,213107011885676,Maestro,JPMC,2024-01-17,827.45
751132,Ashley Cameron,180057350456226,JCB 16 digit,JPMC,2024-01-20,919.77
475042,Christine Martinez,4519252961135038,JCB 16 digit,Citizens,2024-03-10,941.15
576532,Catherine Benitez,5402719624870612,Discover,Citizens,2024-03-07,114.24
774463,Patrick Jones,4302518411133489,VISA 16 digit,BOFA,2024-01-16,498.67
593875,Timothy Moreno,4244089534002,VISA 16 digit,Citizens,2024-02-19,468.83
24378,Joshua Parker,2391131038217978,American Express,BOFA,2024-02-22,206.08
186365,Brandon Pacheco,4761359217373514,VISA 19 digit,Citizens,2024-01-14,398.66
420756,Jennifer Smith,4586676807930,American Express,BOFA,2024-01-04,619.59
657532,Mrs. Jessica Baker,4883823625566,JCB 16 digit,BOFA,2024-03-09,155.26
486905,James Gibbs,373438479463300,VISA 16 digit,TD Bank,2024-03-09,422.71
420756,Jennifer Smith,4586676807930,American Express,BOFA,2024-02-01,49.64
517365,Dr. Ashley Mcclure,4207140692229577236,Diners Club / Carte Blanche,JPMC,2024-03-07,242.11
477236,Douglas Day,639086894446,VISA 16 digit,BOFA,2024-03-11,738.05
169285,Mr. Richard White,3517902650598979,JCB 15 digit,TD Bank,2024-02-20,181.57
878373,Crystal Ross,30369742012472,American Express,Citizens,2024-01-28,893.31
238386,Kristina Johnson MD,30122163373695,Mastercard,Citizens,2024-02-28,294.48
809226,Jamie Avery,676338353375,American Express,JPMC,2024-03-15,434.74
742876,David Waters,3575734000297211,American Express,Citizens,2024-02-14,653.21
557963,Mark Gomez,4328799948747070,VISA 16 digit,JPMC,2024-02-14,221.7
740429,Bradley Hawkins,4039067738592316,JCB 16 digit,TD Bank,2024-01-14,350.95
944749,Sandra Larson,30218471172157,VISA 16 digit,TD Bank,2024-01-18,876.21
440486,Mackenzie Burns,372063488870880,VISA 16 digit,JPMC,2024-02-14,870.61
627242,Kara Herring,213137895986241,JCB 15 digit,Citizens,2024-03-02,543.92
976679,Andrew Gates,4538421214755853,JCB 16 digit,BOFA,2024-02-13,781.2
841858,Jennifer Brown,3540348693509576,Mastercard,BOFA,2024-01-31,851.81
335479,Tammie Powell,2716553250213609,VISA 13 digit,JPMC,2024-02-04,522.39
574357,Madeline Long,4845282852350953342,Maestro,BOFA,2024-03-06,17.47
668599,Shane Gutierrez,4126273901971949,American Express,Citizens,2024-03-04,685.64
86554,Beth Sanchez,676121228487,Discover,JPMC,2024-02-07,464.2
689689,Faith Rivera,213166602106033,Diners Club / Carte Blanche,Citizens,2024-02-09,894.72
69873,Jake Hawkins,3521184740934795,Mastercard,JPMC,2024-03-17,58.65
713498,Brian Sutton,344635384402523,VISA 13 digit,Citizens,2024-02-19,906.98
507759,Danielle Hernandez,4263647498356122,JCB 16 digit,JPMC,2024-03-05,442.27
530894,Kathleen Warren,4238193872607246,Maestro,BOFA,2024-03-09,603.02
426027,Nancy White,343590454689635,Mastercard,TD Bank,2024-02-01,603.34
654056,Tanya Freeman,30352108223149,Discover,BOFA,2024-01-18,168.56
116278,Carol Dougherty,180043332358789,Maestro,Citizens,2024-02-19,455.31
517365,Dr. Ashley Mcclure,4207140692229577236,Diners Club / Carte Blanche,JPMC,2024-02-01,331.76
804494,Rita Williams,2287076300811577,Maestro,BOFA,2024-03-17,707.85
420756,Jennifer Smith,4586676807930,American Express,BOFA,2024-03-16,609.37
554759,Cynthia Payne,2221012553835020,American Express,TD Bank,2024-01-11,782.63
762049,Scott Mcmahon,4789778013359609,Diners Club / Carte Blanche,JPMC,2024-02-02,179.75
133329,Reginald Martinez,3595096586662721,VISA 13 digit,Citizens,2024-02-12,127.17
283218,Dustin Allen,6591520285141338,VISA 16 digit,Citizens,2024-03-09,304.35
702913,Jill Ware,4923112551303,VISA 13 digit,Citizens,2024-02-14,138.74
637062,Sharon Watson,341678141693763,JCB 16 digit,JPMC,2024-01-22,176.01
339487,James Scott,4579716891972,American Express,BOFA,2024-01-24,885.95
238386,Kristina Johnson MD,30122163373695,Mastercard,Citizens,2024-03-11,661.44
541795,Tina Burgess,4008489951789,American Express,BOFA,2024-01-20,24.61
575797,Lauren Walker,3577975029447547,VISA 16 digit,BOFA,2024-03-14,62.36
594528,David Watson,213178495287051,VISA 16 digit,Citizens,2024-01-20,215.98
523984,Dr. Christine Case,4725754031890955,Mastercard,BOFA,2024-01-01,612.12
687386,Amber Smith,180058669693541,VISA 16 digit,TD Bank,2024-01-10,334.59
355842,Amy Thomas,180084404094472,Maestro,Citizens,2024-02-12,182.75
668599,Shane Gutierrez,4126273901971949,American Express,Citizens,2024-02-03,841.44
126940,Samantha Brown,4058517486542299,VISA 19 digit,JPMC,2024-02-19,692.8
15948,Mikayla Lee,3534355208409208,JCB 16 digit,JPMC,2024-02-09,455.37
21311,Kathleen Lewis,2268378867215777,VISA 19 digit,JPMC,2024-01-20,898.97
666538,Monica Wells,4952096873603184345,Diners Club / Carte Blanche,TD Bank,2024-02-02,595.38
755680,Randy Johnston,3521649023757923,VISA 16 digit,TD Bank,2024-01-06,573.74
